Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
Gold,Capital City Kolsch,Blind Tiger Brewery & Restaurant,Topeka,Mason,KS,German-Style Kölsch,2012,61
Gold,Shiner Oktoberfest,Spoetzl Brewery,Shiner,Lavaca,TX,German-Style Märzen,2012,69
Gold,Sunshine Pils,Tröegs Brewing Co.,Hershey,Lincoln,PA,German-Style Pilsener,2012,52
Gold,Shiner Bohemian Black Lager,Spoetzl Brewery,Shiner,Lavaca,TX,German-Style Schwarzbier,2012,32
Gold,Berliner Metro Weiss,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,German-Style Sour Ale,2012,29
Gold,Wildpitch Hefeweizen,The SandLot,Denver,Denver,CO,German-Style Wheat Ale,2012,23
Gold,Nikki's Gluten Free Honey Pale Ale,Rock Bottom Arlington,Arlington,Maricopa,VA,Gluten-Free Beer,2012,20
Gold,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,Humboldt,CA,Golden or Blonde Ale,2012,67
Gold,Sweet Heat,Burnside Brewing Co.,Portland,Ashley,OR,Herb and Spice Beer,2012,114
Gold,2 X 4,Thai Me Up Brewery,Jackson,Clarke,WY,Imperial India Pale Ale,2012,128
Gold,Organic Deranger Imperial Red Ale,Laurelwood Brewing Co.,Portland,Ashley,OR,Imperial Red Ale,2012,60
Gold,Anastasia Russian Imperial Stout,Weasel Boy Brewing Co.,Zanesville,Wells,OH,Imperial Stout,2012,58
Gold,Got Beer,BJ's Restaurant & Brewery - Boulder,Boulder,Boulder,CO,Indigenous Beer,2012,27
Gold,River Runners Pale Ale,Eddyline Brewing,Buena Vista,Ouachita,CO,International-Style Pale Ale,2012,29
Gold,Irish Red,Glenwood Canyon Brewing Co.,Glenwood Springs,Garfield,CO,Irish-Style Red Ale,2012,48
Gold,Bottle Rocket,Uncle Billy's Brew & Que - Lake Travis,Austin,Lonoke,TX,Kellerbier or Zwickelbier,2012,32
Gold,6X Helles,CB & Potts Restaurant & Brewery - Fort Collins,Fort Collins,Larimer,CO,Munich-Style Helles,2012,42
Gold,Oats,Pizza Port Solana Beach,Solana Beach,San Diego,CA,Oatmeal Stout,2012,45
Gold,Heini's Hooch,The Church Brew Works,Pittsburgh,Allegheny,PA,Old Ale or Strong Ale,2012,31
Gold,DBA,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,Ordinary or Special Bitter,2012,37
Gold,Reverb Imperial Pilsner,Boulevard Brewing Co.,Kansas City,Wyandotte,MO,Other Strong Beer,2012,55
Gold,Gramarye,Heretic Brewing Co.,Pittsburg,Contra Costa,CA,Rye Beer,2012,62
Gold,Way Heavy,Pizza Port San Clemente,San Clemente,Orange,CA,Scotch Ale,2012,44
Gold,Wee Heavy,Maui Brewing Co.,Lahaina,Maui,HI,Scottish-Style Ale,2012,29
Gold,Twerp,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Session Beer,2012,67
Gold,Bambastic,Fort Collins Brewery,Fort Collins,Larimer,CO,Smoke Beer,2012,50
Gold,DreamWeaver Wheat,Tröegs Brewing Co.,Hershey,Lincoln,PA,South German-Style Hefeweizen,2012,70
Gold,Hazelnut Brown Nectar,Rogue Brewery,Newport,Jackson,OR,Specialty Beer,2012,35
Gold,West Bound Braggot,Twisted Pine Brewing Co.,Boulder,Boulder,CO,Specialty Honey Beer,2012,33
Gold,Udder Love,Beachwood BBQ & Brewing,Long Beach,Los Angeles,CA,Sweet Stout,2012,32
Gold,Vienna Lager,Devils Backbone Brewing Co. - Outpost,Lexington,Lauderdale,VA,Vienna-Style Lager,2012,36
Gold,Jerry Maker,BJ's Restaurant & Brewery - Chandler,Chandler,Maricopa,AZ,Wood- and Barrel-Aged Beer,2012,51
Gold,Lady Of The Woods,Cisco Brewers,Nantucket,Nantucket,MA,Wood- and Barrel-Aged Sour Beer,2012,70
Gold,The Manhattan Project,The Beer Co.,San Diego,San Diego,CA,Wood- and Barrel-Aged Strong Beer,2012,103
Gold,Fourteen Fourteen,Central Waters Brewing Co.,Amherst,Phillips,WI,Wood- and Barrel-Aged Strong Stout,2012,65
Silver,2004 Triple Exultation,Eel River Brewing Co.,Fortuna,Humboldt,CA,Aged Beer,2012,24
Silver,Chainbreaker WIPA,Deschutes Brewery,Bend,Tehama,OR,American-Belgo-Style Ale,2012,71
Silver,Staghorn Octoberfest,New Glarus Brewing Co.,New Glarus,Green,WI,American-Style Amber Lager,2012,45
Silver,Fixed Gear American Red Ale,Lakefront Brewery,Milwaukee,Milwaukee,WI,American-Style Amber/Red Ale,2012,87
Silver,Turmoil,Barley Brown's Brew Pub,Baker City,Baker,OR,American-Style Black Ale,2012,61
Silver,Flemish Kiss,The Commons Brewery,Portland,Ashley,OR,American-Style Brett Ale,2012,29
Silver,Upslope Brown Ale,Upslope Brewing Co.,Boulder,Boulder,CO,American-Style Brown Ale,2012,61
Silver,Old Virginia Dark,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,American-Style Dark Lager,2012,12
Silver,Pallet Jack IPA,Barley Brown's Brew Pub,Baker City,Baker,OR,American-Style India Pale Ale,2012,203
Silver,Miller Lite,Miller Brewing Co.,Milwaukee,Milwaukee,WI,"American-Style Lager, Light Lager or Premium Lager",2012,51
Silver,Redhook Pilsner,Redhook Brewery Woodinville,Woodinville,King,WA,American-Style or International-Style Pilsener,2012,26
Silver,The Weight,Piece Brewery,Chicago,Cook,IL,American-Style Pale Ale,2012,109
Silver,Red Poppy,The Lost Abbey,San Marcos,San Diego,CA,American-Style Sour Ale,2012,34
Silver,Old Style,Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American-Style Specialty Lager or Cream Ale or Lager,2012,34
Silver,American Stout,10 Barrel Brewing Co.,Bend,Tehama,OR,American-Style Stout,2012,43
Silver,Lumberyard IPA,Lumberyard Brewing Co.,Flagstaff,Coconino,AZ,American-Style Strong Pale Ale,2012,111
Silver,Shredders Wheat,Barley Brown's Brew Pub,Baker City,Baker,OR,American-Style Wheat Beer,2012,29
Silver,Tumblewheat,Altitude Chophouse and Brewery,Laramie,Albany,WY,American-Style Wheat Beer with Yeast,2012,29
Silver,Danzig,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,Baltic-Style Porter,2012,31
Silver,Barley Wine,Charleville Vineyard & Microbrewery,Ste. Genevieve,#N/A,MO,Barley Wine-Style Ale,2012,51
Silver,Your Favorite Foreign Movie,DC Brau Brewing Co.,Washington,Hempstead,DC,Belgian- and French-Style Ale,2012,68
Silver,Sanitarium,Bier Brewery,Indianapolis,Marion,IN,Belgian-Style Abbey Ale,2012,86
Silver,Barrel Select - FO/BB,Captain Lawrence Brewing Co.,Elmsford,Westchester,NY,Belgian-Style Lambic or Sour Ale,2012,42
Silver,Rhinoceros,Telegraph Brewing Co.,Santa Barbara,Santa Barbara,CA,Belgian-Style Strong Specialty Ale,2012,51
Silver,White Rascal,Avery Brewing Co.,Boulder,Boulder,CO,Belgian-Style Witbier,2012,50
Silver,Elixer Maibock,Mad Fox Brewing Co.,Falls Church,Falls Church (city),VA,Bock,2012,33
Silver,Summit Pilsener,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Bohemian-Style Pilsener,2012,53
Silver,Exodus,SweetWater Brewing Co.,Atlanta,Columbia,GA,Brown Porter,2012,44
Silver,X - 1,DuClaw Brewing Co.,Bel Air,Harford,MD,Chocolate Beer,2012,39
Silver,Gayle Force Pale Ale,Wind River Brewing Co.,Pinedale,Navajo,WY,Classic English-Style Pale Ale,2012,29
Silver,Oyster Stout,Stewart's Brewing Co.,Bear,New Castle,DE,Classic Irish-Style Dry Stout,2012,16
Silver,Hazelnut Coffee Cream Stout,Redwood Brewing Co.,Flint,Genesee,MI,Coffee Beer,2012,63
Silver,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,Clarke,WY,Dortmunder or German-Style Oktoberfest,2012,23
Silver,Red Hydrant Ale,Big Dog's Brewing Co.,Las Vegas,Clark,NV,English-Style Brown Ale,2012,46
Silver,Silverspot IPA,Pelican Pub & Brewery,Pacific City,Tillamook,OR,English-Style India Pale Ale,2012,54
Silver,Breakside Session Brown,Breakside Brewery,Portland,Ashley,OR,English-Style Mild Ale,2012,31
Silver,Sum'r,Uinta Brewing Co.,Salt Lake City,Salt Lake,UT,English-Style Summer Ale,2012,38
Silver,Pious Monk Dunkel,The Church Brew Works,Pittsburgh,Allegheny,PA,European-Style Dunkel,2012,20
Silver,Petit Obscura,Telegraph Brewing Co.,Santa Barbara,Santa Barbara,CA,Experimental Beer,2012,62
Silver,The Tower E.S.B.,Bull & Bush Brewery,Denver,Denver,CO,Extra Special Bitter,2012,53
Silver,Anaheim IPA,RAM Restaurant and Brewery - Indianapolis,Indianapolis,Marion,IN,Field Beer or Pumpkin Beer,2012,63
Silver,Whiteface Black Diamond Stout,Great Adirondack Brewing Co.,Lake Placid,Highlands,NY,Foreign-Style Stout,2012,25
Silver,Saison,Aspen Brewing Co.,Aspen,Pitkin,CO,French- and Belgian-Style Saison,2012,68
Silver,HopTime Harvest Ale,Russian River Brewing Co.,Santa Rosa,Pima,CA,Fresh Hop Ale,2012,34
Silver,ChChChCh-Cherry Bomb,Thai Me Up Brewery,Jackson,Clarke,WY,Fruit Beer,2012,58
Silver,Leinenkugel's Summer Shandy,Jacob Leinenkugel Brewing Co.,Chippewa Falls,Chippewa,WI,Fruit Wheat Beer,2012,38
Silver,Land's End Amber,Kannah Creek Brewing Co.,Grand Junction,Mesa,CO,German-Style Altbier,2012,35
Silver,Samuel Adams Double Bock,Boston Beer Co. - Samuel Adams Cincinnati Brewery,Cincinnati,Appanoose,OH,German-Style Doppelbock or Eisbock,2012,19
Silver,Chuckanut Kolsch Style,Chuckanut Brewery,Bellingham,Norfolk,WA,German-Style Kölsch,2012,61
Silver,Mecktoberfest,The Olde Mecklenburg Brewery,Charlotte,Clinton,NC,German-Style Märzen,2012,69
Silver,Hans' Pils,Real Ale Brewing Co.,Blanco,San Juan,TX,German-Style Pilsener,2012,52
Silver,Baba,Uinta Brewing Co.,Salt Lake City,Salt Lake,UT,German-Style Schwarzbier,2012,32
Silver,German Sparkle Party,10 Barrel Brewing Co.,Bend,Tehama,OR,German-Style Sour Ale,2012,29
Silver,AlpenGlow,Fat Heads Brewery & Saloon,North Olmsted,Cuyahoga,OH,German-Style Wheat Ale,2012,23
Silver,Brown,New Planet Beer Co.,Boulder,Boulder,CO,Gluten-Free Beer,2012,20
Silver,Firemans #4,Real Ale Brewing Co.,Blanco,San Juan,TX,Golden or Blonde Ale,2012,67
Silver,CBC Heather Ale,Cambridge Brewing Co.,Cambridge,Washington,MA,Herb and Spice Beer,2012,114
Silver,Café Racer 15,Bear Republic Brewing Co. - Healdsburg,Healdsburg,Sonoma,CA,Imperial India Pale Ale,2012,128
Silver,Imperial Red,Marble Brewery,Albuquerque,Bernalillo,NM,Imperial Red Ale,2012,60
Silver,Imperial Stout,Sierra Nevada Brewing Co.,Chico,Butte,CA,Imperial Stout,2012,58
Silver,Signature Gratzer,choc Beer Co.,Krebs,Pittsburg,OK,Indigenous Beer,2012,27
Silver,Southern Chaos,Hollister Brewing Co.,Goleta,Santa Barbara,CA,International-Style Pale Ale,2012,29
Silver,TAPS Irish Red,TAPS Fish House & Brewery,Brea,Orange,CA,Irish-Style Red Ale,2012,48
Silver,Redrock Organic Zwickel Bier,Redrock Brewing Co.,Salt Lake City,Salt Lake,UT,Kellerbier or Zwickelbier,2012,32
Silver,Session Premium Lager,Full Sail Brewing Co.,Hood River,Hood River,OR,Munich-Style Helles,2012,42
Silver,Stumbler's Stout,Columbia River Brewing Co.,Portland,Ashley,OR,Oatmeal Stout,2012,45
Silver,Papier,The Bruery,Anaheim,Orange,CA,Old Ale or Strong Ale,2012,31
Silver,Mens Room Original Red Ale,Elysian Brewing Co.,Seattle,King,WA,Ordinary or Special Bitter,2012,37
Silver,Heart of Gold,Perennial Artisan Ales,Saint Louis,Gratiot,MO,Other Strong Beer,2012,55
Silver,Coco Loco,NoDa Brewing Co.,Charlotte,Clinton,NC,Robust Porter,2012,62
Silver,Kyles Baltic Porter,Flat Branch Pub and Brewery,Columbia,Houston,MO,Rye Beer,2012,62
Silver,Iron Thistle,Rahr & Sons Brewing,Fort Worth,Tarrant,TX,Scotch Ale,2012,44
Silver,Isle of Skye Scottish Ale,Boscos Brewing Co.,Memphis,Pickens,TN,Scottish-Style Ale,2012,29
Silver,Dock Street/Thiriez Table Saison,Dock Street Brewery,Philadelphia,Neshoba,PA,Session Beer,2012,67
Silver,Rauchtoberfest,Iron Hill Brewery & Restaurant - Lancaster,Lancaster,Los Angeles,PA,Smoke Beer,2012,50
Silver,Ebel's Weiss,Two Brothers Brewing Co.,Warrenville,DuPage,IL,South German-Style Hefeweizen,2012,70
Silver,Alaskan Birch Bock,Alaskan Brewing Co.,Juneau,Juneau,AK,Specialty Beer,2012,35
Silver,George's Fault,Nodding Head Brewing Co.,Philadelphia,Neshoba,PA,Specialty Honey Beer,2012,33
Silver,Milk Stout,Rock Bottom Westminster,Westminster,Orange,CO,Sweet Stout,2012,32
Silver,Chuckanut Vienna Lager,Chuckanut Brewery,Bellingham,Norfolk,WA,Vienna-Style Lager,2012,36
Silver,Bourbon Barrel Aged Night Sail,Island Brewing Co.,Carpinteria,Santa Barbara,CA,Wood- and Barrel-Aged Beer,2012,51
Silver,Sentience,Crooked Stave Artisan Beer Project,Denver,Denver,CO,Wood- and Barrel-Aged Sour Beer,2012,70
Silver,Pappy Van Muckle,Sun King Brewing Co.,Indianapolis,Marion,IN,Wood- and Barrel-Aged Strong Beer,2012,103
Silver,Silva Stout,Green Flash Brewing Co.,San Diego,San Diego,CA,Wood- and Barrel-Aged Strong Stout,2012,65
Bronze,Lovely Cherry Baltic Porter,Bend Brewing Co.,Bend,Tehama,OR,Aged Beer,2012,24
Bronze,A Little Crazy,Revolution Brewing,Chicago,Cook,IL,American-Belgo-Style Ale,2012,71
Bronze,Uberbrau,Humperdinks Restaurant and Brewery,Dallas,Marion,TX,American-Style Amber Lager,2012,45
Bronze,Winterhook,Redhook Brewery Woodinville,Woodinville,King,WA,American-Style Amber/Red Ale,2012,87
Bronze,Black IPA,Iron Hill Brewery & Restaurant - Wilmington,Wilmington,New Castle,DE,American-Style Black Ale,2012,61
Bronze,TPS Report,Trinity Brewing Co.,Colorado Springs,El Paso,CO,American-Style Brett Ale,2012,29
Bronze,Redrock Nut Brown Ale,Redrock Brewing Co.,Salt Lake City,Salt Lake,UT,American-Style Brown Ale,2012,61
Bronze,Session Black Premium Dark Lager,Full Sail Brewing Co.,Hood River,Hood River,OR,American-Style Dark Lager,2012,12
Bronze,Duet,Alpine Beer Co.,Alpine,Apache,CA,American-Style India Pale Ale,2012,203
Bronze,Keystone Light,Coors Brewing Co.,Golden,Jefferson,CO,"American-Style Lager, Light Lager or Premium Lager",2012,51
Bronze,Gold Leaf Lager,Devils Backbone Brewing Co. - Outpost,Lexington,Lauderdale,VA,American-Style or International-Style Pilsener,2012,26
Bronze,Zombie Dust,Three Floyds Brewing Co.,Munster,Lake,IN,American-Style Pale Ale,2012,109
Bronze,Fitger's Framboise,Fitger's Brewhouse,Duluth,Gwinnett,MN,American-Style Sour Ale,2012,34
Bronze,Mickey's Malt Liquor,Miller Brewing Co.,Milwaukee,Milwaukee,WI,American-Style Specialty Lager or Cream Ale or Lager,2012,34
Bronze,Ironman,Free State Brewing Co.,Lawrence,McHenry,KS,American-Style Stout,2012,43
Bronze,Laughing Dog IPA,Laughing Dog Brewing,Ponderay,Bonner,ID,American-Style Strong Pale Ale,2012,111
Bronze,American Wheat,Gella's Diner and Lb. Brewing Co.,Hays,Ellis,KS,American-Style Wheat Beer,2012,29
Bronze,Wrangler Wheat,Figueroa Mountain Brewing Co.,Buellton,Santa Barbara,CA,American-Style Wheat Beer with Yeast,2012,29
Bronze,Polska Porter,American Brewing Co.,Edmonds,Madison,WA,Baltic-Style Porter,2012,31
Bronze,Dr. StrangeLove,Strange Brewing Co.,Denver,Denver,CO,Barley Wine-Style Ale,2012,51
Bronze,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,DuPage,IL,Belgian- and French-Style Ale,2012,68
Bronze,ABT 12,Dock Street Brewery,Philadelphia,Neshoba,PA,Belgian-Style Abbey Ale,2012,86
Bronze,Sans Pagaie,The Bruery,Anaheim,Orange,CA,Belgian-Style Lambic or Sour Ale,2012,42
Bronze,AleSmith Grand Cru,AleSmith Brewing Co.,San Diego,San Diego,CA,Belgian-Style Strong Specialty Ale,2012,51
Bronze,White Lightning Belgian White,Full Pint Brewing Co.,North Versailles,#N/A,PA,Belgian-Style Witbier,2012,50
Bronze,Turbo Cougar,Devils Backbone Brewing Co. - Outpost,Lexington,Lauderdale,VA,Bock,2012,33
Bronze,This is the Pilsener,Hoppers Grill & Brewing Co.,Midvale,Washington,UT,Bohemian-Style Pilsener,2012,53
Bronze,Peter Brown Tribute Ale,Bear Republic Brewing Co. Factory Five,Cloverdale,Lauderdale,CA,Brown Porter,2012,44
Bronze,Milk Chocolate Cherry Stout,Il Vicino Brewing Co.,Albuquerque,Bernalillo,NM,Chocolate Beer,2012,39
Bronze,Hurricane Reef Pale Ale,Florida Beer Co.,Melbourne,Izard,FL,Classic English-Style Pale Ale,2012,29
Bronze,Ramsey's Draft Stout,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,Classic Irish-Style Dry Stout,2012,16
Bronze,Big Shot Espresso Stout,Twisted Pine Brewing Co.,Boulder,Boulder,CO,Coffee Beer,2012,63
Bronze,Celestial Gold,The Church Brew Works,Pittsburgh,Allegheny,PA,Dortmunder or German-Style Oktoberfest,2012,23
Bronze,Molly's Titanic Brown Ale,Rock Bottom Westminster,Westminster,Orange,CO,English-Style Brown Ale,2012,46
Bronze,Monumental IPA,Port City Brewing Co.,Alexandria,Calhoun,VA,English-Style India Pale Ale,2012,54
Bronze,S.S. Minnow Mild Ale,Dry Dock Brewing Co.,Aurora,Adams,CO,English-Style Mild Ale,2012,31
Bronze,Mother Lode Golden Ale,Laurelwood Brewing Co.,Portland,Ashley,OR,English-Style Summer Ale,2012,38
Bronze,Mother Earth Munich Dunkel,Mother Earth Brewing,Kinston,Coffee,NC,European-Style Dunkel,2012,20
Bronze,Track #8,The Lost Abbey,San Marcos,San Diego,CA,Experimental Beer,2012,62
Bronze,Extra Special Ale (ESA),Yards Brewing Co.,Philadelphia,Neshoba,PA,Extra Special Bitter,2012,53
Bronze,Cucumber Saison,Cigar City Brewing,Tampa,Hillsborough,FL,Field Beer or Pumpkin Beer,2012,63
Bronze,Ramsey's Export Stout,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,Foreign-Style Stout,2012,25
Bronze,El Verano,Beachwood BBQ & Brewing,Long Beach,Los Angeles,CA,French- and Belgian-Style Saison,2012,68
Bronze,Colorado IPA Nouveau,Tommyknocker Brewery,Idaho Springs,Clear Creek,CO,Fresh Hop Ale,2012,34
Bronze,Strawberry Blonde Ale,DESTIHL,Normal,Madison,IL,Fruit Beer,2012,58
Bronze,5 Lizard Latin-Style Witbier,5 Rabbit Cerveceria,Bedford Park,Cook,IL,Fruit Wheat Beer,2012,38
Bronze,Little Red Cap,Grimm Brothers Brewhouse,Loveland,Larimer,CO,German-Style Altbier,2012,35
Bronze,Resurrection Doppelbock,Red Lodge Ales Brewing Co.,Red Lodge,Carbon,MT,German-Style Doppelbock or Eisbock,2012,19
Bronze,Sky Blue Golden Ale,Carolina Brewery,Pittsboro,Hendricks,NC,German-Style Kölsch,2012,61
Bronze,Dominion Oktoberfest,Old Dominion Brewing Co.,Dover,Pope,DE,German-Style Märzen,2012,69
Bronze,Paintbrush Pilsner,Snake River Brewing,Jackson,Clarke,WY,German-Style Pilsener,2012,52
Bronze,Black Bear,Morgan Street Brewery,Saint Louis,Gratiot,MO,German-Style Schwarzbier,2012,32
Bronze,NBB Love Felix,New Belgium Brewing Co.,Fort Collins,Larimer,CO,German-Style Sour Ale,2012,29
Bronze,Weizeneisbock,Gordon Biersch Brewing Co.,San Jose,Graham,CA,German-Style Wheat Ale,2012,23
Bronze,Pale Ale,Harvester Brewing,Portland,Ashley,OR,Gluten-Free Beer,2012,20
Bronze,TAPS Cream Ale,TAPS Fish House & Brewery,Brea,Orange,CA,Golden or Blonde Ale,2012,67
Bronze,Utah Sage Saison,Epic Brewing Co.,Salt Lake City,Salt Lake,UT,Herb and Spice Beer,2012,114
Bronze,Double Jack,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,Imperial India Pale Ale,2012,128
Bronze,547 Haight. The Toronado San Francisco's 20th Anniversary Imperial Red Ale,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Imperial Red Ale,2012,60
Bronze,Russian Imperial Stout,Iron Hill Brewery & Restaurant - Media,Media,Henderson,PA,Imperial Stout,2012,58
Bronze,Hot Rocks Lager,Port Brewing Co.,San Marcos,San Diego,CA,Indigenous Beer,2012,27
Bronze,Pipe Organ Pale Ale,The Church Brew Works,Pittsburgh,Allegheny,PA,International-Style Pale Ale,2012,29
Bronze,Balefire Red,Echo Brewing Co.,Frederick,Weld,CO,Irish-Style Red Ale,2012,48
Bronze,Organic Hopworks Kellerbier,Hopworks Urban Brewery,Portland,Ashley,OR,Kellerbier or Zwickelbier,2012,32
Bronze,Longboard Island Lager,Kona Brewing Co.,Kailua-Kona,Honolulu,HI,Munich-Style Helles,2012,42
Bronze,Stagecoach Stout,Figueroa Mountain Brewing Co.,Buellton,Santa Barbara,CA,Oatmeal Stout,2012,45
Bronze,AleSmith Decadence '10 Old Ale,AleSmith Brewing Co.,San Diego,San Diego,CA,Old Ale or Strong Ale,2012,31
Bronze,Sawtooth Ale,Left Hand Brewing Co.,Longmont,Boulder,CO,Ordinary or Special Bitter,2012,37
Bronze,Double White,Marble Brewery,Albuquerque,Bernalillo,NM,Other Strong Beer,2012,55
Bronze,Black Sand Porter,Kona Brewing Co.,Kailua-Kona,Honolulu,HI,Robust Porter,2012,62
Bronze,Roggenbier,Iron Hill Brewery & Restaurant - Phoenixville,Phoenixville,Chester,PA,Rye Beer,2012,62
Bronze,Scotch Ale,Barley Brown's Brew Pub,Baker City,Baker,OR,Scotch Ale,2012,44
Bronze,MacPelican's Scottish Style Ale,Pelican Pub & Brewery,Pacific City,Tillamook,OR,Scottish-Style Ale,2012,29
Bronze,Bitter American,21st Amendment Brewery,San Francisco,San Francisco,CA,Session Beer,2012,67
Bronze,Smoke & Dagger,Jack's Abby Brewing,Framingham,Middlesex,MA,Smoke Beer,2012,50
Bronze,Yazoo Hefeweizen,Yazoo Brewing Co.,Nashville,Howard,TN,South German-Style Hefeweizen,2012,70
Bronze,Exit 8,Flying Fish Brewing Co.,Somerdale,Camden,NJ,Specialty Beer,2012,35
Bronze,Kuhnhenn Braggot,Kuhnhenn Brewing Co.,Warren,Bradley,MI,Specialty Honey Beer,2012,33
Bronze,Udder Madness,Bastone Brewery,Royal Oak,Talbot,MI,Sweet Stout,2012,32
Bronze,Danish Red Lager,Figueroa Mountain Brewing Co.,Buellton,Santa Barbara,CA,Vienna-Style Lager,2012,36
Bronze,Local Species,Blue Mountain Barrel House,Arrington,Atchison,VA,Wood- and Barrel-Aged Beer,2012,51
Bronze,George's Phunk,Nodding Head Brewing Co.,Philadelphia,Neshoba,PA,Wood- and Barrel-Aged Sour Beer,2012,70
Bronze,Golden Delicious,Captain Lawrence Brewing Co.,Elmsford,Westchester,NY,Wood- and Barrel-Aged Strong Beer,2012,103
Bronze,Barrel Aged Russian Imperial Stout,AC Golden Brewing Co.,Golden,Jefferson,CO,Wood- and Barrel-Aged Strong Stout,2012,65
Gold,Lovely,Bend Brewing Co.,Bend,Tehama,OR,Aged Beer,2013,31
Gold,BrickStone Belgo-APA,BrickStone Brewery,Bourbonnais,Kankakee,IL,American-Belgo-Style Ale,2013,81
Gold,Rod's Steam Bitter,Second Street Brewery,Santa Fe,Alachua,NM,American-Style Amber Lager,2013,61
Gold,Prohibition Ale,Speakeasy Ales & Lagers,San Francisco,San Francisco,CA,American-Style Amber/Red Ale,2013,89
Gold,Wookey Jack,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American-Style Black Ale,2013,73
Gold,Serenity,Wicked Weed Brewing,Asheville,Buncombe,NC,American-Style Brett Beer,2013,38
Gold,Davy Brown Ale,Figueroa Mountain Brewing Co. - Buellton,Buellton,Santa Barbara,CA,American-Style Brown Ale,2013,66
Gold,Natural Ice,Anheuser-Busch,Saint Louis,Gratiot,MO,American-Style Cream Ale,2013,37
Gold,Old Virginia Dark,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,American-Style Dark Lager,2013,22
Gold,Pallet Jack IPA,Barley Brown's Brew Pub,Baker City,Baker,OR,American-Style India Pale Ale,2013,252
